id,port,ship,date,duration_nights,lead_in_pp_usd,cruise_total_2,flight_route,flight_2,trip_total_2,official_deep_link,schedule_source,independent_crosscheck_or_note,result
FLL5-01,"Fort Lauderdale, FL",Adventure of the Seas,2027-03-07,6,533,"$1,066",SFO → FLL → SFO,$860 planning estimate,"$1,926",https://www.royalcaribbean.com/cruises/itinerary/6-night-western-caribbean-from-fort-lauderdale-on-adventure/AD06FLL-3043633741?sail-date=2027-03-07&currency=USD,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL5-02,"Fort Lauderdale, FL",Celebrity Beyond,2027-03-07,7,1264,"$2,528",SFO → FLL → SFO,$860 planning estimate,"$3,388",https://www.celebritycruises.com/itinerary/7-night-st-thomas-st-kitts-cruise-from-fort-lauderdale-on-beyond-BY07E466?sailDate=2027-03-07&packageCode=BY07E466,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL5-03,"Fort Lauderdale, FL",Celebrity Silhouette,2027-03-07,6,632,"$1,264",SFO → FLL → SFO,$860 planning estimate,"$2,124",https://www.celebritycruises.com/itinerary/6-night-grand-cayman-mexico-bahamas-from-fort-lauderdale-on-silhouette-SI06W293?sailDate=2027-03-07&packageCode=SI06W293,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL5-04,"Fort Lauderdale, FL",Enchanted Princess,2027-03-07,10,1074,"$2,148",SFO → FLL → SFO,$860 planning estimate,"$3,008",https://www.princess.com/itinerary-details/?voyageCode=N708,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL5-05,"Fort Lauderdale, FL",Nieuw Statendam,2027-03-07,7,999,"$1,998",SFO → FLL → SFO,$860 planning estimate,"$2,858",https://www.hollandamerica.com/en/us/find-a-cruise/c7e07b/j727,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL5-06,"Fort Lauderdale, FL",Celebrity Beyond,2027-03-14,7,1346,"$2,692",SFO → FLL → SFO,$860 planning estimate,"$3,552",https://www.celebritycruises.com/itinerary/7-night-st-thomas-st-kitts-cruise-from-fort-lauderdale-on-beyond-BY07E466?sailDate=2027-03-14&packageCode=BY07E466,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL5-07,"Fort Lauderdale, FL",Legend of the Seas,2027-03-14,6,1359,"$2,718",SFO → FLL → SFO,$860 planning estimate,"$3,578",https://www.royalcaribbean.com/cruises/itinerary/6-night-caribbean-perfect-day-from-fort-lauderdale-on-legend/LE06FLL-385066157?sail-date=2027-03-14&currency=USD,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL5-08,"Fort Lauderdale, FL",Regal Princess,2027-03-14,6,724,"$1,448",SFO → FLL → SFO,$860 planning estimate,"$2,308",https://www.princess.com/itinerary-details/?voyageCode=G712,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLL5-09,"Fort Lauderdale, FL",Sun Princess,2027-03-14,14,1538,"$3,076",SFO → FLL → SFO,$860 planning estimate,"$3,936",https://www.princess.com/itinerary-details/?voyageCode=U712A,https://www.cruisetimetables.com/cruises-from-fort-lauderdale-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC5-01,"Port Canaveral, FL",Carnival Glory,2027-03-01,4,309,$618,SFO → MCO → SFO,$860 planning estimate,"$1,478",https://www.carnival.com/itinerary/4-day-the-bahamas-cruise/pt-canaveral/glory/4-days/bmb/?sailDate=03012027,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC5-02,"Port Canaveral, FL",Disney Wish,2027-03-01,4,3512,"$7,024",SFO → MCO → SFO,$860 planning estimate,"$7,884",https://disneycruise.disney.go.com/cruises-destinations/list/WW0559/4-Night-Bahamian-Cruise-from-Port-Canaveral/2027-03-01-Disney-Wish/,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC5-03,"Port Canaveral, FL",Sky Princess,2027-03-01,6,621,"$1,242",SFO → MCO → SFO,$860 planning estimate,"$2,102",https://www.princess.com/itinerary-details/?voyageCode=Y710,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
PC5-04,"Port Canaveral, FL",Utopia of the Seas,2027-03-01,4,635,"$1,270",SFO → MCO → SFO,$860 planning estimate,"$2,130",https://www.royalcaribbean.com/cruises/itinerary/4-night-bahamas-perfect-day-from-orlando-port-canaveral-on-utopia/UT04PCN-4069341576?sail-date=2027-03-01&currency=USD,https://www.cruisetimetables.com/cruises-from-port-canaveral-florida-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
